NowTime,Time,Angle,OffsetAngle
15:54:46,0.02,0,237
15:54:46,0.04,0
15:54:46,0.06,0
15:54:46,0.08,0
15:54:46,0.09999999,0
15:54:46,0.12,0
15:54:46,0.14,0
15:54:46,0.16,0
15:54:46,0.18,0
15:54:46,0.2,0
15:54:46,0.22,0
15:54:46,0.24,0
15:54:46,0.26,0
15:54:46,0.28,359
15:54:46,0.3,0
15:54:46,0.32,0
15:54:46,0.34,0
15:54:46,0.36,0
15:54:46,0.38,0
15:54:46,0.4,0
15:54:46,0.42,0
15:54:46,0.4400001,0
15:54:46,0.4600001,0
15:54:46,0.4800001,0
15:54:46,0.5000001,0
15:54:46,0.52,0
15:54:46,0.54,0
15:54:46,0.56,0
15:54:46,0.58,0
15:54:46,0.6,0
15:54:46,0.6199999,0
15:54:46,0.6399999,0
15:54:46,0.6599999,0
15:54:46,0.6799999,0
15:54:46,0.6999999,0
15:54:46,0.7199998,0
15:54:46,0.7399998,0
15:54:46,0.7599998,0
15:54:46,0.7799998,0
15:54:46,0.7999998,359
15:54:46,0.8199998,0
15:54:46,0.8399997,0
15:54:47,0.8599997,0
15:54:47,0.8799997,0
15:54:47,0.8999997,0
15:54:47,0.9199997,0
15:54:47,0.9399996,0
15:54:47,0.9599996,0
15:54:47,0.9799996,130
15:54:47,0.9999996,0
15:54:47,1.02,0
15:54:47,1.04,0
15:54:47,1.06,0
15:54:47,1.08,0
15:54:47,1.1,0
15:54:47,1.12,359
15:54:47,1.14,0
15:54:47,1.159999,359
15:54:47,1.179999,0
15:54:47,1.199999,0
15:54:47,1.219999,0
15:54:47,1.239999,359
15:54:47,1.259999,0
15:54:47,1.279999,0
15:54:47,1.299999,0
15:54:47,1.319999,0
15:54:47,1.339999,359
15:54:47,1.359999,0
15:54:47,1.379999,0
15:54:47,1.399999,0
15:54:47,1.419999,359
15:54:47,1.439999,0
15:54:47,1.459999,0
15:54:47,1.479999,0
15:54:47,1.499999,0
15:54:47,1.519999,0
15:54:47,1.539999,359
15:54:47,1.559999,0
15:54:47,1.579999,0
15:54:47,1.599999,0
15:54:47,1.619999,0
15:54:47,1.639999,0
15:54:47,1.659999,0
15:54:47,1.679999,0
15:54:47,1.699999,0
15:54:47,1.719999,0
15:54:47,1.739999,0
15:54:47,1.759999,1
