NowTime,Time,Angle,OffsetAngle
15:46:03,0.02,0,249
15:46:03,0.04,357
15:46:03,0.06,357
15:46:03,0.08,357
15:46:03,0.09999999,357
15:46:03,0.12,357
15:46:03,0.14,357
15:46:03,0.16,357
15:46:03,0.18,357
15:46:03,0.2,357
15:46:03,0.22,357
15:46:03,0.24,357
15:46:03,0.26,357
15:46:03,0.28,357
15:46:03,0.3,357
15:46:03,0.32,357
15:46:03,0.34,357
15:46:03,0.36,357
15:46:03,0.38,357
15:46:03,0.4,357
15:46:03,0.42,357
15:46:03,0.4400001,357
15:46:03,0.4600001,357
15:46:03,0.4800001,357
15:46:03,0.5000001,357
15:46:03,0.52,357
15:46:03,0.54,357
15:46:03,0.56,357
15:46:03,0.58,357
15:46:03,0.6,357
15:46:03,0.6199999,357
15:46:03,0.6399999,357
15:46:03,0.6599999,357
15:46:03,0.6799999,357
15:46:03,0.6999999,357
15:46:03,0.7199998,357
15:46:03,0.7399998,357
15:46:03,0.7599998,357
15:46:03,0.7799998,357
15:46:03,0.7999998,357
15:46:03,0.8199998,357
15:46:04,0.8399997,357
15:46:04,0.8599997,357
15:46:04,0.8799997,357
15:46:04,0.8999997,357
15:46:04,0.9199997,357
15:46:04,0.9399996,357
15:46:04,0.9599996,357
15:46:04,0.9799996,357
15:46:04,0.9999996,357
15:46:04,1.02,357
15:46:04,1.04,357
15:46:04,1.06,357
15:46:04,1.08,357
15:46:04,1.1,357
15:46:04,1.12,357
15:46:04,1.14,357
15:46:04,1.159999,357
15:46:04,1.179999,357
15:46:04,1.199999,357
15:46:04,1.219999,357
15:46:04,1.239999,357
15:46:04,1.259999,357
15:46:04,1.279999,157
15:46:04,1.299999,357
15:46:04,1.319999,357
15:46:04,1.339999,357
15:46:04,1.359999,357
15:46:04,1.379999,357
15:46:04,1.399999,357
15:46:04,1.419999,357
15:46:04,1.439999,357
15:46:04,1.459999,357
15:46:04,1.479999,357
15:46:04,1.499999,358
15:46:04,1.519999,359
15:46:04,1.539999,359
15:46:04,1.559999,0
15:46:04,1.579999,0
15:46:04,1.599999,0
15:46:04,1.619999,1
15:46:04,1.639999,1
15:46:04,1.659999,1
15:46:04,1.679999,1
15:46:04,1.699999,2
15:46:04,1.719999,3
15:46:04,1.739999,3
15:46:04,1.759999,3
15:46:04,1.779999,3
15:46:04,1.799999,4
15:46:05,1.819999,4
15:46:05,1.839999,4
15:46:05,1.859999,163
15:46:05,1.879999,4
15:46:05,1.899999,3
15:46:05,1.919999,3
15:46:05,1.939999,3
15:46:05,1.959999,2
15:46:05,1.979999,1
15:46:05,1.999999,120
15:46:05,2.019999,359
15:46:05,2.039999,358
15:46:05,2.059999,357
15:46:05,2.079999,356
15:46:05,2.099999,354
15:46:05,2.119999,353
15:46:05,2.139999,353
15:46:05,2.159999,351
15:46:05,2.179999,351
15:46:05,2.199999,349
15:46:05,2.219999,348
15:46:05,2.239999,348
15:46:05,2.259999,348
15:46:05,2.279999,347
15:46:05,2.299999,147
15:46:05,2.319999,347
15:46:05,2.339998,348
15:46:05,2.359998,348
15:46:05,2.379998,348
15:46:05,2.399998,349
15:46:05,2.419998,350
15:46:05,2.439998,351
15:46:05,2.459998,352
15:46:05,2.479998,353
15:46:05,2.499998,354
15:46:05,2.519998,356
15:46:05,2.539998,357
